Symbol,ShortName,IndustryName,PROVINCE,CITY,MAINBUSSINESS,Validated_Symbol
600793,宜宾纸业,造纸及纸制品业,四川省,宜宾市,机制纸。,600793.SS
600794,保税科技,仓储业,江苏省,张家港市,生物高新技术应用、开发。,600794.SS
600795,国电电力,电力、热力生产和供应业,辽宁省,大连市,火力发电、蒸汽、热水。,600795.SS
600796,钱江生化,化学原料及化学制品制造业,浙江省,海宁市,生物农药。,600796.SS
600797,浙大网新,软件和信息技术服务业,浙江省,杭州市,计算机及网络系统、计算机系统集成。,600797.SS
600798,宁波海运,水上运输业,浙江省,宁波市,内河货运及国际远洋运输。,600798.SS
600799,*ST 龙科,计算机软件开发与咨询,黑龙江省,哈尔滨市,信息产业、电子商务等。,
600800,渤海化学,化学原料及化学制品制造业,天津市,天津市,丙烯及副产品生产销售、卡类产品、印刷业务及卡类配套机具制造销售。,600800.SS
600801,华新水泥,非金属矿物制品业,湖北省,黄石市,水泥及其深加工产品。,600801.SS
600802,福建水泥,非金属矿物制品业,福建省,福州市,水泥等建筑材料。,600802.SS
600803,新奥股份,燃气生产和供应业,河北省,石家庄市,"天然气加工与投资、能源技术工程服务、甲醇、二甲醚等能源化工产品生产和销售,煤炭开采与洗选,生物制农兽药原料药及制剂的研发、生产与销售。",600803.SS
600804,ST 鹏博士,互联网和相关服务,山东省,青岛市,计算机软件和通信产品的开发、生产和销售，承接计算机系统网络工程，技术咨询，技术服务，技术培训，电子商务，医疗机械的生产、销售；国内商业贸易，投资兴办实业；钢锭，金属机械加工，废旧物资处理。,
600805,悦达投资,综合,江苏省,盐城市,拖拉机、农机具、工程机械等。,600805.SS
600806,*ST 昆机,通用设备制造业,云南省,昆明市,以开发、设计、生产、销售机床系列产品及配件业务为核心的机械制造产业，计算机信息产业，高效节能产业，生物制药产业。,
600807,济南高新,房地产业,山东省,济南市,百货的零售与批发。,600807.SS
600808,马钢股份,黑色金属冶炼及压延加工业,安徽省,马鞍山市,金属冶炼及其延加工制造。,600808.SS
600809,山西汾酒,酒、饮料和精制茶制造业,山西省,汾阳市,汾酒、竹叶青酒及其系列酒的生产、销售。,600809.SS
600810,神马股份,化学纤维制造业,河南省,平顶山市,帘子布、工业用布等。,600810.SS
600811,东方集团,农副食品加工业,黑龙江省,哈尔滨市,粮食收购、货物（或技术）进出口等。,
600812,华北制药,医药制造业,河北省,石家庄市,粉针剂、片剂、颗粒剂、原料药、无菌原料药的生产；医药中间体、植物提取物的生产、销售。,600812.SS
600813,ST 鞍一工,冶金、矿山、机电工业专用设备制造业,辽宁省,鞍山市,工程机械、拖拉机等。,
600814,杭州解百,零售业,浙江省,杭州市,百货的零售与批发。,600814.SS
600815,厦工股份,专用设备制造业,福建省,厦门市,工程机械及配件。,600815.SS
600816,ST 安信,其他金融业,上海市,上海市,委托存贷款、投资及金融租赁等业务。,600816.SS
600817,宇通重工,专用设备制造业,河南省,郑州市,实业投资，国内贸易，电脑及高科技产品、粮油、仓储贸易等。,600817.SS
600818,中路股份,铁路、船舶、航空航天和其它运输设备制造业,上海市,上海市,"生产、销售自行车及零部件、燃气助力车、电动助力车、特种车辆、自行车相关的配套产品,以及进出口和技术咨询业务等",600818.SS
600819,耀皮玻璃,非金属矿物制品业,上海市,上海市,玻璃及深加工系列产品。,600819.SS
600820,隧道股份,土木工程建筑业,上海市,上海市,隧道工程和市政工程等。,600820.SS
600821,金开新能,电力、热力生产和供应业,天津市,天津市,国内贸易、公共饮食等。,600821.SS
600822,上海物贸,批发业,上海市,上海市,生产资料和生活资料的批发与零售。,600822.SS
600823,世茂股份,房地产业,上海市,上海市,房地产经营,
600824,益民集团,零售业,上海市,上海市,商业批发零售、商业物业租赁、典当产业、餐饮旅游等多种业态的综合性商业企业。,600824.SS
600825,新华传媒,新闻和出版业,上海市,上海市,图书报刊、电子出版物、文教用品的批发、零售等。,600825.SS
600826,兰生股份,商务服务业,上海市,上海市,轻工产品等商品的进出口业务。,600826.SS
600827,百联股份,零售业,上海市,上海市,旅游商品的零售与批发。,600827.SS
600828,茂业商业,零售业,四川省,成都市,百货的零售与批发。,600828.SS
600829,人民同泰,批发业,黑龙江省,哈尔滨市,医药制造、医药经销，投资管理。,600829.SS
600830,香溢融通,租赁业,浙江省,宁波市,出口贸易、转口贸易及工业生产等。,600830.SS
600831,广电网络,电信、广播电视和卫星传输服务,陕西省,西安市,有线电视网络运营、电视广告代理和影视制作等业务,600831.SS
600832,东方明珠,公共设施管理业,上海市,上海市,广播电视服务、信息服务。,
600833,第一医药,零售业,上海市,上海市,本公司现主属医药零售和批发行业。,600833.SS
600834,申通地铁,道路运输业,上海市,上海市,地铁经营及相关综合开发，轨道交通投资,600834.SS
600835,上海机电,通用设备制造业,上海市,上海市,电梯、印刷包装机械、工程机械、液压元器件、机电一体化的产品及相关成套设备的设计、制造、销售。,600835.SS
600836,上海易连,印刷和记录媒介复制业,上海市,上海市,包装装潢印刷品印刷;文件、资料等其他印刷品印刷;特定印刷品印刷;货物进出口;技术进出口;进出口代理;食品用纸包装、容器制品生产;食品用塑料包装容器工具制品生产;医疗器械互联网信息服务。,
600837,海通证券,资本市场服务,上海市,上海市,证券（含境内上市外资股）的代理买卖，代理证券的还本付息、分红派息、证券代保管、签证，代理登记开户，证券的自营买卖，证券（含境内上市外资股）的承销（含主承销），证券投资咨询（含财务顾问），受托投资管理，中国证监会批准的其他业务。,
600838,上海九百,零售业,上海市,上海市,百货的零售与批发。,600838.SS
600839,四川长虹,计算机、通信和其他电子设备制造业,四川省,绵阳市,生产和销售电视机及相关产品。,600839.SS
600840,新湖创业,房地产开发与经营业,浙江省,杭州市,百货的零售与批发。,
600841,动力新科,通用设备制造业,上海市,上海市,柴油机及相关业务。,600841.SS
600842,中西药业,化学药品制剂制造业,上海市,上海市,医药、农药等。,
600843,上工申贝,专用设备制造业,上海市,上海市,工业缝机及其相关业务。,600843.SS
600844,丹化科技,化学原料及化学制品制造业,江苏省,丹阳市,煤化工产品、石油化工产品及其衍生物的技术开发、技术转让，化工技术、化工管理咨询服务。,600844.SS
600845,宝信软件,软件和信息技术服务业,上海市,上海市,计算机、自动化、网络通讯系统及软硬件产品的研究、设计、开发、制造、集成，及相应的外包、维修、咨询等服务。,600845.SS
600846,同济科技,土木工程建筑业,上海市,上海市,工程总承包及高科技产品的经营。,600846.SS
600847,万里股份,电气机械及器材制造业,重庆市,重庆市,蓄电池及其零部件。,600847.SS
600848,上海临港,房地产业,上海市,上海市,"设计、制造自动化控制系统、自动化仪器仪表及其元器件和成套装置、与上述业务相关的机电产品和工艺配套件,集成自动化仪器仪表及其成套装置,销售自产产品;以工程总承包的方式从事建筑智能化系统工程设计与施工;从事自动化系统设计、集成;提供与上述业务相关的技术服务与咨询。",600848.SS
600849,上海医药,化学药品制剂制造业,上海市,上海市,原料药、医药制剂、保健品等。,
600850,电科数字,软件和信息技术服务业,上海市,上海市,计算机、电子元器件、仪器仪表等。,600850.SS
600851,海欣股份,医药制造业,上海市,上海市,长毛绒、毛皮面料、涤纶长丝。,600851.SS
600852,*ST 中川,房屋建筑业,四川省,成都市,国内外工程建设、贸易及房地产等。,
600853,龙建股份,土木工程建筑业,黑龙江省,哈尔滨市,公路与桥梁工程施工。,600853.SS
600854,春兰股份,电气机械及器材制造业,江苏省,泰州市,”春兰”牌空调制冷设备等。,600854.SS
600855,航天长峰,专用设备制造业,北京市,北京市,军民两用数字化应用和数字医疗两大产业。,600855.SS
600856,*ST 中天,燃气生产和供应业,北京市,北京市,百货业、针纺织品、五金、交电、中西药、食品、工艺美术、金银首饰、通讯器材、柜台出租、公用事业、生物制品。,
600857,宁波中百,零售业,浙江省,宁波市,黄金、纺织、服装、日用品、文化、体育用品及器材、机械设备、五金交电、电子产品、建筑材料的批发、零售等。,600857.SS
600858,银座股份,零售业,山东省,济南市,对外投资及管理；纺织、服装及日用品、文化体育用品及器材、五金交电、家用电器及电子产品、预包装食品、冷冻（藏）食品销售，卷烟、雪茄烟零售。,600858.SS
600859,王府井,零售业,北京市,北京市,百货的零售与批发。,600859.SS
600860,京城股份,专用设备制造业,北京市,北京市,印刷机械、锻压设备、包装机械等。,600860.SS
600861,北京城乡,零售业,北京市,北京市,国内商业、物资供销仓储等。,600861.SS
600862,中航高科,铁路、船舶、航空航天和其它运输设备制造业,江苏省,南通市,数控机床及普通机床、草地机械、电子元器件等的生产与销售。,600862.SS
600863,内蒙华电,电力、热力生产和供应业,内蒙古自治区,呼和浩特市,发电、供热及相关业务。,600863.SS
600864,哈投股份,资本市场服务,黑龙江省,哈尔滨市,投资，电力和热力生产供应。,600864.SS
600865,百大集团,零售业,浙江省,杭州市,百货的零售与批发。,600865.SS
600866,星湖科技,食品制造业,广东省,肇庆市,味精及其他生化产品。,600866.SS
600867,通化东宝,医药制造业,吉林省,通化市,中西成药及保健品等。,600867.SS
600868,梅雁吉祥,电力、热力生产和供应业,广东省,梅州市,建材、宾馆、商业、运输和地产。,600868.SS
600869,远东股份,电气机械及器材制造业,青海省,西宁市,电线电缆产品和天然植物药生产销售,600869.SS
600870,*ST 厦华,计算机、通信和其他电子设备制造业,福建省,厦门市,彩电、收录机及通讯产品。,
600871,石化油服,开采辅助活动,北京市,北京市,化纤化工产品及原辅材料等。,600871.SS
600872,中炬高新,食品制造业,广东省,中山市,自营和代理除国家组织统一联合经营的出口商品和经核定公司经营的进口商品以外的其它商品及技术进出口业务。,600872.SS
600873,梅花生物,食品制造业,西藏自治区,拉萨市,味精(谷氨酸钠)、鸡精、淀粉、变性淀粉、饴糖、葡萄粮的生产、销售。,600873.SS
600874,创业环保,水的生产和供应业,天津市,天津市,污水处理和环保相关业务及城市道路与收费站相关业务,600874.SS
600875,东方电气,通用设备制造业,四川省,成都市,机电设备。,600875.SS
600876,凯盛新能,非金属矿物制品业,河南省,洛阳市,玻璃及其深加工产品。,600876.SS
600877,电科芯片,计算机、通信和其他电子设备制造业,重庆市,重庆市,生产和销售摩托车及其零配件。,600877.SS
600878,*ST 北科,综合类,辽宁省,大连市,汽车修配、零配件经销、出租车等。,
600879,航天电子,专用设备制造业,湖北省,武汉市,民用航天与运载火箭技术及配套装备、计算机信息技术及、电子测量与自动控制设备、电线等。,600879.SS
600880,博瑞传播,新闻和出版业,四川省,成都市,信息传播服务、报刊发行投递、电子商务、高科技产品开发。,600880.SS
600881,亚泰集团,非金属矿物制品业,吉林省,长春市,房地产开发、建筑施工、茶叶科研与加工、商贸、旅游服务。,600881.SS
600882,妙可蓝多,食品制造业,上海市,上海市,乳制品生产及销售业务。,600882.SS
600883,博闻科技,非金属矿物制品业,云南省,保山市,计算机硬件生产、软件开发和网络开发、信息服务；硅酸盐水泥、水泥熟料、空心砌砖、水泥预制构件、石灰、砂、石、白蜡石。,600883.SS
600884,杉杉股份,电气机械及器材制造业,浙江省,宁波市,服装的生产与经销。,600884.SS
600885,宏发股份,电气机械及器材制造业,湖北省,武汉市,太阳能光热转化材料、高硼硅材料及特种玻璃系列产品的开发、制造和销售、以涂料为主的精细化工系列产品的开发、制造和销售。,600885.SS
600886,国投电力,电力、热力生产和供应业,北京市,北京市,水电和大型火电项目的开发、建设和运营。,600886.SS
600887,伊利股份,食品制造业,内蒙古自治区,呼和浩特市,乳制品（含婴幼儿配方乳粉）制造，食品、饮料加工。,600887.SS
600888,新疆众和,计算机、通信和其他电子设备制造业,新疆维吾尔自治区,乌鲁木齐市,铝、炭及相关业务。,600888.SS
600889,南京化纤,化学纤维制造业,江苏省,南京市,化纤产品、化工产品等。,600889.SS
600890,*ST 中房,房地产业,北京市,北京市,摩托车、发动机及汽车配件。,
600891,*ST 秋林,其他制造业,黑龙江省,哈尔滨市,百货的零售与批发。,
600892,大晟文化,软件和信息技术服务业,广东省,深圳市,投资与资产管理,600892.SS
600893,航发动力,铁路、船舶、航空航天和其它运输设备制造业,陕西省,西安市,航空发动机、燃气轮机、烟气透平动力装置、航天发动机及其零部件制造、销售与维修。,600893.SS
600894,广日股份,通用设备制造业,广东省,广州市,"生产、加工、销售冶金产品、焦碳化工产品、各种气体、炉料和有关原材料、机械设备、备件、生产工具、公司产品的深加工产品,以及有关技术咨询服务,并经营汽车运输。",600894.SS
600895,张江高科,房地产业,上海市,上海市,公司受让地块内的土地开发与土地使用权经营，市政基础设施建设，物业投资和经营管理，商业化高科技项目投资与经营。,600895.SS
600896,*ST 海医,卫生,海南省,三亚市,国内及近洋国际运输。,
600897,厦门空港,航空运输业,福建省,厦门市,航空运输、提供候机楼设施的使用保障和服务等,600897.SS
600898,国美通讯,计算机、通信和其他电子设备制造业,山东省,济南市,以文化用品为主的百货。,
600899,*ST 信联,其他传播、文化服务业,浙江省,杭州市,网络及网络软件和设备的开发；钢材等产品生产与销售。,
600900,长江电力,电力、热力生产和供应业,北京市,北京市,电力生产、经营和投资。,600900.SS
600901,江苏租赁,货币金融服务,江苏省,南京市,融资租赁业务。,600901.SS
600903,贵州燃气,燃气生产和供应业,贵州省,贵阳市,城市燃气运营业务。,600903.SS
600905,三峡能源,电力、热力生产和供应业,北京市,北京市,风能、太阳能的开发、投资和运营。,600905.SS
600906,财达证券,资本市场服务,河北省,石家庄市,证券经纪、证券自营、信用交易、投资银行、资产管理等。,600906.SS
600908,无锡银行,货币金融服务,江苏省,无锡市,公司金融业务、个人金融业务、资金业务及其他,600908.SS
600909,华安证券,资本市场服务,安徽省,合肥市,"证券经纪、证券承销保荐、证券自营、证券资产管理以及资本中介等业务,并通过全资子公司从事证券投资咨询、股权投资等业务,通过控股子公司从事期货经纪等业务
。",600909.SS
600916,中国黄金,零售业,北京市,北京市,“中国黄金”品牌黄金珠宝产品研发、设计、生产、销售、品牌运营。,600916.SS
600917,重庆燃气,燃气生产和供应业,重庆市,重庆市,"城市燃气运营,重庆市提供城市燃气供应以及燃气设施设备的安装服务",600917.SS
600918,中泰证券,资本市场服务,山东省,济南市,"证券经纪;证券投资咨询;与证券交易、证券投资活动有关的财务顾问;证券承销与保荐;证券自营;融资融券;证券投资基金代销;代销金融产品;股票期权做市;证券投资基金托管等。同时,本公司通过控股子公司中泰资管、鲁证期货、中泰资本、中泰创投和中泰国际分别从事资产管理业务、期货业务、私募投资基金业务、另类投资业务和含香港市场在内的境外业务等。",600918.SS
600919,江苏银行,货币金融服务,江苏省,南京市,为客户提供广泛的金融产品与服务,600919.SS
600925,苏能股份,煤炭开采和洗选业,江苏省,徐州市,煤炭采掘、洗选加工、销售和发电,600925.SS
600926,杭州银行,货币金融服务,浙江省,杭州市,金融服务及其相关业务。,600926.SS
600927,永安期货,资本市场服务,浙江省,杭州市,商品期货经纪、金融期货经纪、期货投资咨询、资产管理、基金销售。,600927.SS
600928,西安银行,货币金融服务,陕西省,西安市,公司金融业务、零售金融业务和资金业务等。,600928.SS
600929,雪天盐业,食品制造业,湖南省,长沙市,盐及盐化工产品的生产、销售,600929.SS
600933,爱柯迪,汽车制造业,浙江省,宁波市,汽车铝合金精密压铸件的研发、生产及销售。,600933.SS
600935,华塑股份,化学原料及化学制品制造业,安徽省,滁州市,PVC和烧碱为核心的氯碱化工产品生产与销售。,600935.SS
600936,广西广电,电信、广播电视和卫星传输服务,广西壮族自治区,南宁市,广电网络的建设运营、广播电视节目传输、数据专网业务以及数字电视增值业务的开发与经营。,600936.SS
600938,中国海油,石油和天然气开采业,香港特别行政区,香港特别行政区,原油和天然气的勘探、开发、生产及销售。,600938.SS
600939,重庆建工,房屋建筑业,重庆市,重庆市,房屋建筑工程、基础设施建设与投资及其他相关业务。,600939.SS
600941,中国移动,电信、广播电视和卫星传输服务,香港特别行政区,香港特别行政区,为个人、家庭、政企、新兴市场提供全方位的通信及信息服务。,600941.SS
600955,维远股份,化学原料及化学制品制造业,山东省,东营市,有机化学新材料产品的研发、生产与销售。,600955.SS
600956,新天绿能,燃气生产和供应业,河北省,石家庄市,天然气销售业务及风力发电业务,600956.SS
600958,东方证券,资本市场服务,上海市,上海市,证券经纪;证券投资咨询;与证券交易、证券投资活动有关的财务顾问;证券自营;融资融券;证券投资基金代销;为期货公司提供中间介绍业务;代销金融产品;证券承销(限国债、政策性银行金融债、短期融资券及中期票据);股票期权做市。,600958.SS
600959,江苏有线,电信、广播电视和卫星传输服务,江苏省,南京市,"广电网络的建设运营,广播电视节目传输,数据宽带业务以及数字电视增值业务的开发与经营",600959.SS
600960,渤海汽车,汽车制造业,山东省,滨州市,活塞及组件、专用数控机床、轻量化汽车零件、汽车轮毂、汽车空调、减震器、排气系统、油箱、启停电池等,600960.SS
600961,株冶集团,有色金属冶炼及压延加工业,湖南省,株洲市,从事锌冶炼业务。,600961.SS
600962,国投中鲁,酒、饮料和精制茶制造业,北京市,北京市,浓缩果蔬汁、饮料的生产、销售。,600962.SS
600963,岳阳林纸,造纸及纸制品业,湖南省,岳阳市,主要从事文化类印刷用纸的制造、销售，主导产品为中高档新闻纸、颜料整饰胶版纸。,600963.SS
600965,福成股份,农副食品加工业,河北省,三河市,肉牛的养殖、屠宰加工以及活牛和牛肉产品的销售。,600965.SS
600966,博汇纸业,造纸及纸制品业,山东省,淄博市,文化纸和包装纸板的生产和销售，主要产品为书写纸、双胶纸、胶印书刊纸、牛皮箱板纸等。,600966.SS
600967,内蒙一机,铁路、船舶、航空航天和其它运输设备制造业,内蒙古自治区,包头市,生产、销售铁路车辆、汽车专用车、冶金机械、压力容器、车辆配件。,600967.SS
600968,海油发展,开采辅助活动,北京市,北京市,以海洋石油生产服务为核心依托能源产业的发展业务覆盖海洋石油各主要生产环节形成能源技术服务、FPSO生产技术服务、能源物流服务、安全环保与节能四大核心业务板块。,600968.SS
600969,郴电国际,电力、热力生产和供应业,湖南省,郴州市,电力供应。,600969.SS
600970,中材国际,土木工程建筑业,江苏省,南京市,大中型新型干法水泥生产线的建设，包括水泥生产线的研发与设计、装备采购与制造和设备安装业务，还包括工程监理及混凝土制品研发及生产、销售。,600970.SS
600971,恒源煤电,煤炭开采和洗选业,安徽省,淮北市,煤炭开采、洗选、销售，煤炭技术开发等,600971.SS
600973,宝胜股份,电气机械及器材制造业,江苏省,扬州市,电线电缆产品的设计、研发、制造与销售。,600973.SS
600975,新五丰,畜牧业,湖南省,长沙市,生猪养殖和生猪贸易。,600975.SS
600976,健民集团,零售业,湖北省,武汉市,中成药的研究、制造、开发及经营。,600976.SS
600977,中国电影,广播、电视、电影和影视录音制作业,北京市,北京市,影视制片制作、电影发行、电影放映及影视服务业务。,600977.SS
600978,宜华生活,家具制造业,广东省,汕头市,木家具、木地板等产品的生产和销售。,
600979,广安爱众,电力、热力生产和供应业,四川省,广安市,水力发电，电力供应，天然气供应，生活饮用水（集中式供水）；水、电、气仪表校验及安装调试，电器设备安装调试。,600979.SS
600980,北矿科技,计算机、通信和其他电子设备制造业,北京市,北京市,从事磁性材料和磁器件的研发、生产和销售。,600980.SS
600981,汇鸿集团,批发业,江苏省,南京市,经营纺织品及服装的进出口业务。,600981.SS
600982,宁波能源,电力、热力生产和供应业,浙江省,宁波市,热电联产。,600982.SS
600983,惠而浦,电气机械及器材制造业,安徽省,合肥市,家电制造,600983.SS
600984,建设机械,专用设备制造业,陕西省,西安市,工程机械行业、钢结构行业,600984.SS
600985,淮北矿业,煤炭开采和洗选业,安徽省,淮北市,从事民爆器材、高岭土加工系列产品的生产、销售及服务。,600985.SS
600986,浙文互联,互联网和相关服务,浙江省,杭州市,公路工程、市政工程建设施工。,600986.SS
600987,航民股份,纺织业,浙江省,杭州市,印染、纺织及相关原辅材料的生产和销售；热电联产的生产和销售。,600987.SS
600988,赤峰黄金,有色金属矿采选业,内蒙古自治区,赤峰市,黄金采选及销售。,600988.SS
600989,宝丰能源,化学原料及化学制品制造业,宁夏回族自治区,银川市,现代煤化工产品的生产与销售,600989.SS
600990,四创电子,计算机、通信和其他电子设备制造业,安徽省,合肥市,雷达整机及雷达配套产品、无线通信设备产品的研制、生产和销售。,600990.SS
600991,广汽长丰,汽车制造业,湖南省,长沙市,汽车及其零部件制造、销售。,
600992,贵绳股份,金属制品业,贵州省,遵义市,从事钢丝、钢绳产品及相关设备、材料、技术的研究、生产、加工、销售及进出口业务；科技产品的研制、开发与技术服务。,600992.SS
600993,马应龙,医药制造业,湖北省,武汉市,主要从事中西药制造。,600993.SS
600995,南网储能,电力、热力生产和供应业,云南省,文山壮族苗族自治州,水力发电、供电和配电。,600995.SS
600996,贵广网络,电信、广播电视和卫星传输服务,贵州省,贵阳市,"广播电视节目收视服务、数字电视增值业务的开发与经营、数据业务、有线电视相关工程及安装、节目传输等
。",600996.SS
600997,开滦股份,石油加工、炼焦及核燃料加工业,河北省,唐山市,煤炭开采、原煤洗选加工和洗选产品的销售。,600997.SS
600998,九州通,批发业,湖北省,武汉市,药品、医疗器械等产品的批发、零售连锁及药品生产和研发以及有关增值服务业务,600998.SS
600999,招商证券,资本市场服务,广东省,深圳市,证券经纪、投资银行、资产管理、基金管理、证券自营、证券投资管理、直接投资等。,600999.SS
601000,唐山港,水上运输业,河北省,唐山市,港口装卸、运输、堆存仓储等物流业务,601000.SS
601001,晋控煤业,煤炭开采和洗选业,山西省,大同市,煤炭产品的采掘、加工和销售。,601001.SS
601002,晋亿实业,通用设备制造业,浙江省,嘉兴市,各类紧固件产成品、中间产品的研发、生产和销售,601002.SS
601003,柳钢股份,黑色金属冶炼及压延加工业,广西壮族自治区,柳州市,"烧结、炼铁、炼钢及其副产品的销售，钢材轧制、加工及其副产品的销售；炼焦及其副产品的销售（含煤焦油、粗苯，安全生产许可证有效期至2009 年6月26 日）；本企业自产产品及相关技术的出口业务；本企业生产、科研所需的原辅材料、机械设备、仪器仪表、零配件及相关技术的进口业务；本企业进料加工和""三来一补""业务。",601003.SS
601005,重庆钢铁,黑色金属冶炼及压延加工业,重庆市,重庆市,生产、加工和销售板材、型材、线材、棒材、钢坯、钢带。,601005.SS
601006,大秦铁路,铁路运输业,山西省,大同市,本公司是以煤炭运输为主的综合性铁路运输公司，是担负我国“西煤东运”战略任务规模最大的煤炭运输企业。,601006.SS
601007,金陵饭店,住宿业,江苏省,南京市,酒店经营。主要提供住宿、餐饮、会议等综合性服务。,601007.SS
601008,连云港,水上运输业,江苏省,连云港市,港口货物装卸、堆存及相关港务管理服务等。,601008.SS
601009,南京银行,货币金融服务,江苏省,南京市,吸收公众存款；发放短期、中期和长期贷款；办理国内外结算；办理票据承兑与贴现；发行金融债券；代理发行、代理兑付、承销政府债券；买卖政府债券、金融债券；从事同业拆借；买卖、代理买卖外汇；从事银行卡业务；提供信用证服务及担保；代理收付款项及代理保险业务；提供保管箱服务；经中国银行业监督管理委员会批准的其他业务。,601009.SS
601010,文峰股份,零售业,江苏省,南通市,百货、超市、电器销售专业店的连锁经营,601010.SS
601011,宝泰隆,石油加工、炼焦及核燃料加工业,黑龙江省,七台河市,炼焦、焦炉煤气制甲醇、煤焦油加氢3（试生产阶段）。,601011.SS
601012,隆基绿能,电气机械及器材制造业,陕西省,西安市,单晶硅棒、硅片的研发、生产、销售。,601012.SS
601015,陕西黑猫,石油加工、炼焦及核燃料加工业,陕西省,韩城市,焦炭、煤焦油、粗苯、甲醇、合成氨、LNG等产品的生产与销售,601015.SS
601016,节能风电,电力、热力生产和供应业,北京市,北京市,风力发电的项目开发、建设及运营,601016.SS
601018,宁波港,水上运输业,浙江省,宁波市,集装箱装卸及相关业务、铁矿石装卸及相关业务、原油装卸及相关业务、其他货物装卸及相关业务、综合物流及其他业务,601018.SS
601019,山东出版,新闻和出版业,山东省,济南市,"图书、期刊及电子音像出版物,发行、印刷服务及物资贸易等。",601019.SS
601020,华钰矿业,有色金属矿采选业,西藏自治区,拉萨市,有色金属采矿、选矿、地质勘查及贸易业务,601020.SS
601021,春秋航空,航空运输业,上海市,上海市,从事国内、国际及港澳航空客货运输业务及与航空运输业务相关的服务。,601021.SS
601022,宁波远洋,水上运输业,浙江省,宁波市,国际、沿海和长江航线的航运业务、船舶代理业务及干散货货运代理业务。,601022.SS
601028,玉龙股份,批发业,山东省,济南市,焊接钢管的生产、销售,
601033,永兴股份,生态保护和环境治理业,广东省,广州市,垃圾焚烧发电业务。,601033.SS
601038,一拖股份,专用设备制造业,河南省,洛阳市,制造、销售农业机械和动力机械，主要产品包括大、中、小系列轮式拖拉机，履带式拖拉机，柴油机及拖拉机其他配件，叉车和矿用卡车等。,601038.SS
601058,赛轮轮胎,橡胶和塑料制品业,山东省,青岛市,全钢载重子午胎、半钢子午胎和工程子午胎的研发、制造和销售；轮胎制造技术的开发、转让和相关服务以及轮胎循环利用相关产品的研发、生产和销售。,601058.SS
601059,信达证券,资本市场服务,北京市,北京市,证券经纪业务、证券自营业务、投资银行业务、资产管理业务、期货业务、境外业务和其他业务,601059.SS
601061,中信金属,批发业,北京市,北京市,金属及矿产品的贸易业务。,601061.SS
601065,江盐集团,化学原料及化学制品制造业,江西省,南昌市,盐及盐化工产品研发、生产和销售。,601065.SS
601066,中信建投,资本市场服务,北京市,北京市,投资银行业务、财富管理业务、交易及机构客户服务及投资管理业务。,601066.SS
601068,中铝国际,土木工程建筑业,北京市,北京市,工程设计及咨询、工程及施工承包、装备制造及贸易。,601068.SS
601069,西部黄金,有色金属矿采选业,新疆维吾尔自治区,乌鲁木齐市,黄金采选及冶炼，同时从事铁矿采选以及铬矿石的开采。,601069.SS
601077,渝农商行,货币金融服务,重庆市,重庆市,金融业务、零售金融业务和资金业务,601077.SS
601083,锦江航运,水上运输业,上海市,上海市,国际、国内海上集装箱运输业务。,601083.SS
601086,国芳集团,零售业,甘肃省,兰州市,"以百货为主,超市、电器为辅的连锁零售业务",601086.SS
601088,中国神华,煤炭开采和洗选业,北京市,北京市,煤炭生产、销售，电力生产、热力生产和供应，相关铁路、港口等运输服务。,601088.SS
601089,福元医药,医药制造业,北京市,北京市,药品制剂及医疗器械的研发、生产和销售。,601089.SS
601096,宏盛华源,金属制品业,山东省,济南市,输电线路铁塔的研发、生产和销售,601096.SS
601098,中南传媒,新闻和出版业,湖南省,长沙市,出版物出版、发行、报纸与新媒体经营、印刷、印刷物资销售。,601098.SS
601099,太平洋,资本市场服务,云南省,昆明市,证券承销和上市推荐、证券自营买卖、证券代理买卖等业务,601099.SS
601100,恒立液压,专用设备制造业,江苏省,常州市,高压油缸的生产、销售,601100.SS
601101,昊华能源,煤炭开采和洗选业,北京市,北京市,煤炭生产、销售及贸易业务。,601101.SS
601106,中国一重,专用设备制造业,黑龙江省,齐齐哈尔市,重型机械制造业务，为冶金、电力、能源、交通运输、矿山、石化等行业及国防建设提供重大成套技术装备、高新产品和技术服务，并开展相关的国际贸易。,601106.SS
601107,四川成渝,道路运输业,四川省,成都市,高速公路的运营管理和投资建设。,601107.SS
601108,财通证券,资本市场服务,浙江省,杭州市,证券经纪业务、投资银行业务、资产管理业务、证券自营业务、证券信用业务以及研究业务,601108.SS
601111,中国国航,航空运输业,北京市,北京市,定期、不定期航空客、货运输是本公司的主营业务。,601111.SS
601113,华鼎股份,化学纤维制造业,浙江省,义乌市,民用锦纶长丝的研发、制造和销售。,601113.SS
601116,三江购物,零售业,浙江省,宁波市,社区平价超市的连锁经营。,601116.SS
601117,中国化学,土木工程建筑业,北京市,北京市,工程承包，勘察、设计及服务,601117.SS
601118,海南橡胶,农业,海南省,海口市,天然橡胶的种植、加工、销售，以及橡胶林木的采伐和销售。,601118.SS
601121,宝地矿业,黑色金属矿采选业,新疆维吾尔自治区,乌鲁木齐市,铁矿石的开采、选矿加工和铁精粉销售。,601121.SS
601126,四方股份,电气机械及器材制造业,北京市,北京市,主要从事继电保护、电网自动化及发电厂自动化产品的研发、生产、销售和技术服务。,601126.SS
601127,赛力斯,汽车制造业,重庆市,重庆市,汽车整车及其发动机、零部件的研发、生产、销售和服务。,601127.SS
